objeto,config,ley,r_as,media_flujo,fraccion_visible
M81,18a158_212,A,606.0,1.200e-10,0.041
M81,18a158_212,A,610.0,2.223e-10,0.038
M81,18a158_212,A,614.0,4.943e-10,0.037
M81,18a158_212,A,618.0,3.595e-10,0.033
M81,18a158_212,A,622.0,2.710e-10,0.032
M81,18a158_212,A,626.0,1.888e-10,0.031
M81,18a158_212,A,630.0,3.767e-11,0.022
M81,18a158_212,A,634.0,3.725e-12,0.007
M81,18a158_212,A,638.0,6.845e-14,0.003
M81,18a158_212,A,642.0,2.499e-14,0.001
M81,18a158_212,A,646.0,1.138e-13,0.003
M81,18a158_212,A,650.0,9.918e-11,0.010
M81,18a158_212,A,654.0,1.611e-10,0.012
M81,18a158_212,A,658.0,1.461e-10,0.009
M81,18a158_212,A,662.0,2.205e-10,0.008
M81,18a158_212,A,666.0,5.550e-11,0.007
M81,18a158_212,A,670.0,4.004e-12,0.006
M81,18a158_212,A,674.0,4.309e-12,0.006
M81,18a158_212,A,678.0,3.019e-12,0.003
M81,18a158_212,A,682.0,4.723e-11,0.002
M81,18a158_212,A,686.0,3.602e-12,0.001
M81,18a158_212,A,698.0,1.597e-14,0.001
M81,18a158_212,A,702.0,3.364e-11,0.003
M81,18a158_212,A,706.0,8.938e-12,0.003
M81,18a158_212,A,710.0,4.906e-12,0.002
M81,18a158_212,A,714.0,4.037e-15,0.001
M81,18a158_212,A,718.0,2.803e-13,0.002
M81,18a158_212,A,730.0,8.071e-14,0.001
M81,18a158_212,A,734.0,4.513e-12,0.001
M81,18a158_212,A,738.0,4.414e-13,0.001
M81,18a158_212,A,742.0,5.122e-15,0.000
M81,18a158_212,A,750.0,9.043e-14,0.001
M81,18a158_212,A,754.0,2.178e-11,0.002
M81,18a158_212,A,758.0,3.626e-13,0.001
M81,18a158_212,A,762.0,5.048e-13,0.001
M81,18a158_212,A,766.0,6.914e-11,0.003
M81,18a158_212,A,770.0,4.767e-12,0.002
M81,18a158_212,B,2.0,1.766e-7,1.000
M81,18a158_212,B,6.0,2.050e-7,1.000
M81,18a158_212,B,10.0,1.461e-7,1.000
M81,18a158_212,B,14.0,9.287e-8,1.000
M81,18a158_212,B,18.0,6.609e-8,1.000
M81,18a158_212,B,22.0,4.860e-8,1.000
M81,18a158_212,B,26.0,3.823e-8,1.000
M81,18a158_212,B,30.0,3.151e-8,1.000
M81,18a158_212,B,34.0,2.670e-8,1.000
M81,18a158_212,B,38.0,2.274e-8,1.000
M81,18a158_212,B,42.0,2.102e-8,1.000
M81,18a158_212,B,46.0,1.726e-8,1.000
M81,18a158_212,B,50.0,1.493e-8,1.000
M81,18a158_212,B,54.0,1.304e-8,1.000
M81,18a158_212,B,58.0,1.138e-8,1.000
M81,18a158_212,B,62.0,1.013e-8,1.000
M81,18a158_212,B,66.0,8.771e-9,1.000
M81,18a158_212,B,70.0,7.416e-9,1.000
M81,18a158_212,B,74.0,6.203e-9,1.000
M81,18a158_212,B,78.0,5.287e-9,1.000
M81,18a158_212,B,82.0,4.497e-9,1.000
M81,18a158_212,B,86.0,3.588e-9,1.000
M81,18a158_212,B,90.0,2.920e-9,1.000
M81,18a158_212,B,94.0,2.367e-9,1.000
M81,18a158_212,B,98.0,1.954e-9,1.000
M81,18a158_212,B,102.0,1.605e-9,1.000
M81,18a158_212,B,106.0,1.808e-9,0.998
M81,18a158_212,B,110.0,1.226e-9,0.969
M81,18a158_212,B,114.0,9.899e-10,0.933
M81,18a158_212,B,118.0,8.060e-10,0.913
M81,18a158_212,B,122.0,8.518e-10,0.886
M81,18a158_212,B,126.0,5.940e-10,0.848
M81,18a158_212,B,130.0,5.313e-10,0.802
M81,18a158_212,B,134.0,4.155e-10,0.805
M81,18a158_212,B,138.0,2.993e-10,0.797
M81,18a158_212,B,142.0,3.367e-10,0.696
M81,18a158_212,B,146.0,1.447e-9,0.664
M81,18a158_212,B,150.0,1.268e-9,0.642
M81,18a158_212,B,154.0,2.668e-10,0.619
M81,18a158_212,B,158.0,1.547e-10,0.659
M81,18a158_212,B,162.0,1.708e-10,0.669
M81,18a158_212,B,166.0,2.022e-10,0.693
M81,18a158_212,B,170.0,2.005e-10,0.702
M81,18a158_212,B,174.0,1.756e-10,0.689
M81,18a158_212,B,178.0,1.609e-10,0.694
M81,18a158_212,B,182.0,1.563e-10,0.682
M81,18a158_212,B,186.0,1.492e-10,0.642
M81,18a158_212,B,190.0,1.145e-10,0.608
M81,18a158_212,B,194.0,1.056e-10,0.555
M81,18a158_212,B,198.0,2.463e-10,0.532
M81,18a158_212,B,202.0,1.322e-10,0.518
M81,18a158_212,B,206.0,7.074e-11,0.509
M81,18a158_212,B,210.0,2.175e-10,0.449
M81,18a158_212,B,214.0,1.284e-9,0.462
M81,18a158_212,B,218.0,4.673e-10,0.475
M81,18a158_212,B,222.0,9.653e-11,0.437
M81,18a158_212,B,226.0,6.605e-11,0.377
M81,18a158_212,B,230.0,4.845e-11,0.341
M81,18a158_212,B,234.0,5.247e-11,0.328
M81,18a158_212,B,238.0,5.707e-11,0.317
M81,18a158_212,B,242.0,4.786e-11,0.309
M81,18a158_212,B,246.0,5.082e-11,0.312
M81,18a158_212,B,250.0,5.360e-11,0.338
M81,18a158_212,B,254.0,4.967e-11,0.354
M81,18a158_212,B,258.0,1.413e-10,0.369
M81,18a158_212,B,262.0,6.344e-11,0.362
M81,18a158_212,B,266.0,1.463e-10,0.361
M81,18a158_212,B,270.0,7.377e-11,0.349
M81,18a158_212,B,274.0,5.607e-11,0.340
M81,18a158_212,B,278.0,5.454e-11,0.313
M81,18a158_212,B,282.0,9.291e-11,0.304
M81,18a158_212,B,286.0,5.121e-11,0.305
M81,18a158_212,B,290.0,6.176e-11,0.303
M81,18a158_212,B,294.0,7.779e-10,0.330
M81,18a158_212,B,298.0,1.810e-9,0.285
M81,18a158_212,B,302.0,9.745e-11,0.294
M81,18a158_212,B,306.0,2.922e-11,0.297
M81,18a158_212,B,310.0,3.468e-11,0.289
M81,18a158_212,B,314.0,4.786e-11,0.268
M81,18a158_212,B,318.0,3.308e-11,0.273
M81,18a158_212,B,322.0,2.732e-11,0.284
M81,18a158_212,B,326.0,1.706e-11,0.264
M81,18a158_212,B,330.0,1.366e-11,0.257
M81,18a158_212,B,334.0,1.849e-11,0.238
M81,18a158_212,B,338.0,1.946e-11,0.247
M81,18a158_212,B,342.0,1.550e-11,0.257
M81,18a158_212,B,346.0,6.391e-11,0.257
M81,18a158_212,B,350.0,7.638e-11,0.254
M81,18a158_212,B,354.0,3.426e-11,0.257
M81,18a158_212,B,358.0,1.493e-11,0.272
M81,18a158_212,B,362.0,3.478e-11,0.284
M81,18a158_212,B,366.0,6.271e-10,0.286
M81,18a158_212,B,370.0,2.912e-10,0.272
M81,18a158_212,B,374.0,1.036e-11,0.244
M81,18a158_212,B,378.0,1.419e-11,0.224
M81,18a158_212,B,382.0,5.140e-11,0.218
M81,18a158_212,B,386.0,1.580e-11,0.239
M81,18a158_212,B,390.0,1.310e-11,0.241
M81,18a158_212,B,394.0,1.715e-11,0.230
M81,18a158_212,B,398.0,2.348e-10,0.241
M81,18a158_212,B,402.0,3.135e-11,0.226
M81,18a158_212,B,406.0,1.635e-11,0.232
M81,18a158_212,B,410.0,3.763e-10,0.233
M81,18a158_212,B,414.0,1.413e-10,0.239
M81,18a158_212,B,418.0,3.802e-12,0.229
M81,18a158_212,B,422.0,3.664e-12,0.225
M81,18a158_212,B,426.0,3.047e-12,0.229
M81,18a158_212,B,430.0,3.013e-12,0.221
M81,18a158_212,B,434.0,3.662e-12,0.223
M81,18a158_212,B,438.0,1.176e-11,0.209
M81,18a158_212,B,442.0,4.198e-10,0.214
M81,18a158_212,B,446.0,1.120e-10,0.206
M81,18a158_212,B,450.0,2.325e-12,0.202
M81,18a158_212,B,454.0,1.768e-12,0.202
M81,18a158_212,B,458.0,5.478e-12,0.197
M81,18a158_212,B,462.0,1.397e-12,0.188
M81,18a158_212,B,466.0,2.394e-12,0.173
M81,18a158_212,B,470.0,1.040e-12,0.166
M81,18a158_212,B,474.0,2.160e-12,0.169
M81,18a158_212,B,478.0,4.973e-12,0.169
M81,18a158_212,B,482.0,1.211e-10,0.174
M81,18a158_212,B,486.0,3.162e-10,0.154
M81,18a158_212,B,490.0,8.757e-10,0.156
M81,18a158_212,B,494.0,9.971e-10,0.139
M81,18a158_212,B,498.0,1.305e-9,0.121
M81,18a158_212,B,502.0,3.961e-11,0.109
M81,18a158_212,B,506.0,6.107e-12,0.083
M81,18a158_212,B,510.0,3.090e-12,0.066
M81,18a158_212,B,514.0,1.610e-11,0.056
M81,18a158_212,B,518.0,1.468e-10,0.051
M81,18a158_212,B,522.0,3.183e-10,0.038
M81,18a158_212,B,526.0,6.018e-10,0.025
M81,18a158_212,B,530.0,5.480e-11,0.012
M81,18a158_212,B,534.0,7.038e-13,0.007
M81,18a158_212,B,538.0,8.788e-12,0.007
M81,18a158_212,B,542.0,9.479e-12,0.006
M81,18a158_212,B,546.0,6.972e-13,0.004
M81,18a158_212,B,550.0,3.510e-12,0.006
M81,18a158_212,B,554.0,3.003e-12,0.005
M81,18a158_212,B,558.0,6.394e-11,0.005
M81,18a158_212,B,562.0,1.813e-10,0.011
M81,18a158_212,B,566.0,1.408e-10,0.012
M81,18a158_212,B,570.0,8.677e-14,0.004
M81,18a158_212,B,574.0,1.364e-11,0.003
M81,18a158_212,B,578.0,4.908e-11,0.006
M81,18a158_212,B,582.0,1.650e-11,0.005
M81,18a158_212,B,586.0,4.190e-13,0.001
M81,18a158_212,B,590.0,1.230e-12,0.004
M81,18a158_212,B,594.0,3.867e-12,0.008
M81,18a158_212,B,598.0,4.827e-12,0.010
M81,18a158_212,B,602.0,2.221e-11,0.014
M81,18a158_212,B,606.0,1.134e-10,0.016
M81,18a158_212,B,610.0,2.167e-10,0.017
M81,18a158_212,B,614.0,4.903e-10,0.015
M81,18a158_212,B,618.0,3.562e-10,0.012
M81,18a158_212,B,622.0,2.672e-10,0.012
M81,18a158_212,B,626.0,1.840e-10,0.015
M81,18a158_212,B,630.0,3.249e-11,0.010
M81,18a158_212,B,634.0,1.910e-12,0.006
M81,18a158_212,B,638.0,8.235e-15,0.000
M81,18a158_212,B,646.0,1.436e-14,0.001
M81,18a158_212,B,650.0,9.683e-11,0.008
M81,18a158_212,B,654.0,1.569e-10,0.010
M81,18a158_212,B,658.0,1.449e-10,0.007
M81,18a158_212,B,662.0,2.192e-10,0.007
M81,18a158_212,B,666.0,5.378e-11,0.006
M81,18a158_212,B,670.0,2.069e-12,0.005
M81,18a158_212,B,674.0,3.484e-12,0.003
M81,18a158_212,B,678.0,2.727e-12,0.002
M81,18a158_212,B,682.0,4.696e-11,0.002
M81,18a158_212,B,686.0,3.518e-12,0.001
M81,18a158_212,B,698.0,2.110e-18,0.000
M81,18a158_212,B,702.0,3.307e-11,0.003
M81,18a158_212,B,706.0,8.332e-12,0.002
M81,18a158_212,B,710.0,4.466e-12,0.001
M81,18a158_212,B,718.0,9.525e-14,0.001
M81,18a158_212,B,730.0,1.841e-14,0.001
M81,18a158_212,B,734.0,4.111e-12,0.001
M81,18a158_212,B,738.0,1.914e-13,0.001
M81,18a158_212,B,750.0,3.222e-14,0.000
M81,18a158_212,B,754.0,2.167e-11,0.002
M81,18a158_212,B,758.0,1.531e-13,0.001
M81,18a158_212,B,762.0,2.479e-13,0.001
M81,18a158_212,B,766.0,6.837e-11,0.002
M81,18a158_212,B,770.0,4.640e-12,0.001
M81,12a152_212,A,2.0,1.762e-7,1.000
M81,12a152_212,A,6.0,2.131e-7,1.000
M81,12a152_212,A,10.0,1.488e-7,1.000
M81,12a152_212,A,14.0,9.235e-8,1.000
M81,12a152_212,A,18.0,6.595e-8,1.000
M81,12a152_212,A,22.0,4.934e-8,1.000
M81,12a152_212,A,26.0,3.878e-8,1.000
M81,12a152_212,A,30.0,3.142e-8,1.000
M81,12a152_212,A,34.0,2.638e-8,1.000
M81,12a152_212,A,38.0,2.270e-8,1.000
M81,12a152_212,A,42.0,2.089e-8,1.000
M81,12a152_212,A,46.0,1.735e-8,1.000
M81,12a152_212,A,50.0,1.488e-8,1.000
M81,12a152_212,A,54.0,1.303e-8,1.000
M81,12a152_212,A,58.0,1.141e-8,1.000
M81,12a152_212,A,62.0,1.015e-8,1.000
M81,12a152_212,A,66.0,8.848e-9,1.000
M81,12a152_212,A,70.0,7.549e-9,1.000
M81,12a152_212,A,74.0,6.417e-9,1.000
M81,12a152_212,A,78.0,5.566e-9,1.000
M81,12a152_212,A,82.0,4.848e-9,1.000
M81,12a152_212,A,86.0,4.097e-9,1.000
M81,12a152_212,A,90.0,3.407e-9,1.000
M81,12a152_212,A,94.0,2.792e-9,1.000
M81,12a152_212,A,98.0,2.302e-9,1.000
M81,12a152_212,A,102.0,2.009e-9,1.000
M81,12a152_212,A,106.0,2.092e-9,0.998
M81,12a152_212,A,110.0,1.694e-9,0.978
M81,12a152_212,A,114.0,1.269e-9,0.940
M81,12a152_212,A,118.0,1.062e-9,0.936
M81,12a152_212,A,122.0,1.045e-9,0.917
M81,12a152_212,A,126.0,7.917e-10,0.893
M81,12a152_212,A,130.0,7.075e-10,0.864
M81,12a152_212,A,134.0,5.581e-10,0.858
M81,12a152_212,A,138.0,4.286e-10,0.868
M81,12a152_212,A,142.0,4.157e-10,0.774
M81,12a152_212,A,146.0,1.579e-9,0.731
M81,12a152_212,A,150.0,1.244e-9,0.720
M81,12a152_212,A,154.0,3.068e-10,0.701
M81,12a152_212,A,158.0,2.236e-10,0.731
M81,12a152_212,A,162.0,2.367e-10,0.729
M81,12a152_212,A,166.0,2.823e-10,0.771
M81,12a152_212,A,170.0,2.890e-10,0.746
M81,12a152_212,A,174.0,2.531e-10,0.728
M81,12a152_212,A,178.0,2.379e-10,0.749
M81,12a152_212,A,182.0,2.265e-10,0.716
M81,12a152_212,A,186.0,2.155e-10,0.704
M81,12a152_212,A,190.0,1.704e-10,0.666
M81,12a152_212,A,194.0,1.540e-10,0.631
M81,12a152_212,A,198.0,3.368e-10,0.597
M81,12a152_212,A,202.0,1.634e-10,0.594
M81,12a152_212,A,206.0,1.133e-10,0.570
M81,12a152_212,A,210.0,1.582e-10,0.513
M81,12a152_212,A,214.0,1.173e-9,0.514
M81,12a152_212,A,218.0,7.314e-10,0.556
M81,12a152_212,A,222.0,8.953e-11,0.497
M81,12a152_212,A,226.0,9.788e-11,0.456
M81,12a152_212,A,230.0,7.381e-11,0.405
M81,12a152_212,A,234.0,8.105e-11,0.374
M81,12a152_212,A,238.0,8.349e-11,0.364
M81,12a152_212,A,242.0,7.251e-11,0.358
M81,12a152_212,A,246.0,7.720e-11,0.381
M81,12a152_212,A,250.0,7.747e-11,0.403
M81,12a152_212,A,254.0,9.625e-11,0.414
M81,12a152_212,A,258.0,1.369e-10,0.403
M81,12a152_212,A,262.0,9.518e-11,0.410
M81,12a152_212,A,266.0,1.751e-10,0.411
M81,12a152_212,A,270.0,9.544e-11,0.403
M81,12a152_212,A,274.0,7.880e-11,0.396
M81,12a152_212,A,278.0,8.062e-11,0.365
M81,12a152_212,A,282.0,1.058e-10,0.372
M81,12a152_212,A,286.0,7.900e-11,0.410
M81,12a152_212,A,290.0,8.892e-11,0.424
M81,12a152_212,A,294.0,5.413e-10,0.485
M81,12a152_212,A,298.0,1.837e-9,0.480
M81,12a152_212,A,302.0,2.497e-10,0.504
M81,12a152_212,A,306.0,4.768e-11,0.482
M81,12a152_212,A,310.0,4.764e-11,0.410
M81,12a152_212,A,314.0,6.422e-11,0.372
M81,12a152_212,A,318.0,4.515e-11,0.359
M81,12a152_212,A,322.0,4.606e-11,0.351
M81,12a152_212,A,326.0,3.023e-11,0.336
M81,12a152_212,A,330.0,2.506e-11,0.348
M81,12a152_212,A,334.0,3.224e-11,0.320
M81,12a152_212,A,338.0,3.153e-11,0.335
M81,12a152_212,A,342.0,2.436e-11,0.334
M81,12a152_212,A,346.0,9.999e-11,0.336
M81,12a152_212,A,350.0,7.110e-11,0.348
M81,12a152_212,A,354.0,4.787e-11,0.351
M81,12a152_212,A,358.0,2.719e-11,0.367
M81,12a152_212,A,362.0,5.213e-11,0.370
M81,12a152_212,A,366.0,6.093e-10,0.362
M81,12a152_212,A,370.0,3.790e-10,0.348
M81,12a152_212,A,374.0,1.927e-11,0.327
M81,12a152_212,A,378.0,2.688e-11,0.318
M81,12a152_212,A,382.0,5.598e-11,0.317
M81,12a152_212,A,386.0,2.207e-11,0.308
M81,12a152_212,A,390.0,2.243e-11,0.296
M81,12a152_212,A,394.0,2.959e-11,0.283
M81,12a152_212,A,398.0,2.670e-10,0.277
M81,12a152_212,A,402.0,2.546e-11,0.267
M81,12a152_212,A,406.0,2.236e-11,0.276
M81,12a152_212,A,410.0,3.650e-10,0.290
M81,12a152_212,A,414.0,1.641e-10,0.291
M81,12a152_212,A,418.0,9.685e-12,0.296
M81,12a152_212,A,422.0,9.449e-12,0.304
M81,12a152_212,A,426.0,8.588e-12,0.300
M81,12a152_212,A,430.0,8.469e-12,0.296
M81,12a152_212,A,434.0,9.259e-12,0.286
M81,12a152_212,A,438.0,1.751e-11,0.292
M81,12a152_212,A,442.0,4.464e-10,0.295
M81,12a152_212,A,446.0,1.077e-10,0.290
M81,12a152_212,A,450.0,6.985e-12,0.289
M81,12a152_212,A,454.0,6.085e-12,0.291
M81,12a152_212,A,458.0,9.970e-12,0.281
M81,12a152_212,A,462.0,5.436e-12,0.266
M81,12a152_212,A,466.0,4.939e-12,0.260
M81,12a152_212,A,470.0,4.461e-12,0.256
M81,12a152_212,A,474.0,5.178e-12,0.255
M81,12a152_212,A,478.0,9.681e-12,0.256
M81,12a152_212,A,482.0,7.572e-11,0.255
M81,12a152_212,A,486.0,3.121e-10,0.238
M81,12a152_212,A,490.0,1.012e-9,0.248
M81,12a152_212,A,494.0,8.797e-10,0.245
M81,12a152_212,A,498.0,1.380e-9,0.222
M81,12a152_212,A,502.0,4.004e-11,0.212
M81,12a152_212,A,506.0,9.204e-12,0.199
M81,12a152_212,A,510.0,5.386e-12,0.184
M81,12a152_212,A,514.0,1.328e-11,0.172
M81,12a152_212,A,518.0,1.075e-10,0.159
M81,12a152_212,A,522.0,3.392e-10,0.151
M81,12a152_212,A,526.0,7.029e-10,0.145
M81,12a152_212,A,530.0,3.497e-11,0.128
M81,12a152_212,A,534.0,1.426e-12,0.111
M81,12a152_212,A,538.0,1.034e-11,0.091
M81,12a152_212,A,542.0,1.038e-11,0.070
M81,12a152_212,A,546.0,8.852e-13,0.050
M81,12a152_212,A,550.0,2.185e-12,0.042
M81,12a152_212,A,554.0,3.004e-12,0.025
M81,12a152_212,A,558.0,6.023e-11,0.019
M81,12a152_212,A,562.0,2.247e-10,0.022
M81,12a152_212,A,566.0,1.018e-10,0.018
M81,12a152_212,A,570.0,5.493e-13,0.006
M81,12a152_212,A,574.0,5.547e-12,0.004
M81,12a152_212,A,578.0,6.979e-11,0.008
M81,12a152_212,A,582.0,8.867e-12,0.007
M81,12a152_212,A,586.0,4.456e-13,0.002
M81,12a152_212,A,590.0,1.781e-12,0.006
M81,12a152_212,A,594.0,4.644e-12,0.010
M81,12a152_212,A,598.0,5.229e-12,0.010
M81,12a152_212,A,602.0,2.844e-11,0.015
M81,12a152_212,A,606.0,1.126e-10,0.016
M81,12a152_212,A,610.0,2.359e-10,0.019
M81,12a152_212,A,614.0,4.299e-10,0.015
M81,12a152_212,A,618.0,3.137e-10,0.014
M81,12a152_212,A,622.0,3.266e-10,0.012
M81,12a152_212,A,626.0,1.767e-10,0.015
M81,12a152_212,A,630.0,5.363e-11,0.010
M81,12a152_212,A,634.0,5.276e-12,0.006
M81,12a152_212,A,638.0,3.345e-14,0.001
M81,12a152_212,A,642.0,2.487e-14,0.000
M81,12a152_212,A,646.0,2.698e-14,0.002
M81,12a152_212,A,650.0,9.847e-11,0.009
M81,12a152_212,A,654.0,1.617e-10,0.011
M81,12a152_212,A,658.0,1.492e-10,0.007
M81,12a152_212,A,662.0,1.993e-10,0.007
M81,12a152_212,A,666.0,4.503e-11,0.007
M81,12a152_212,A,670.0,2.975e-12,0.005
M81,12a152_212,A,674.0,1.266e-12,0.004
M81,12a152_212,A,678.0,2.949e-12,0.002
M81,12a152_212,A,682.0,4.803e-11,0.002
M81,12a152_212,A,686.0,2.817e-12,0.001
M81,12a152_212,A,698.0,4.251e-17,0.000
M81,12a152_212,A,702.0,3.044e-11,0.002
M81,12a152_212,A,706.0,1.260e-11,0.002
M81,12a152_212,A,710.0,5.851e-12,0.002
M81,12a152_212,A,714.0,1.596e-16,0.000
M81,12a152_212,A,718.0,1.121e-13,0.001
M81,12a152_212,A,730.0,1.557e-14,0.000
M81,12a152_212,A,734.0,5.799e-12,0.001
M81,12a152_212,A,738.0,3.574e-13,0.001
M81,12a152_212,A,750.0,3.026e-13,0.001
M81,12a152_212,A,754.0,1.789e-11,0.001
M81,12a152_212,A,758.0,2.943e-12,0.001
M81,12a152_212,A,762.0,3.030e-12,0.001
M81,12a152_212,A,766.0,6.749e-11,0.002
M81,12a152_212,A,770.0,1.032e-11,0.002
M81,12a152_212,A,774.0,7.035e-16,0.000
M81,12a152_212,A,806.0,1.640e-16,0.000
M81,12a152_212,A,826.0,1.086e-14,0.000
M81,12a152_212,A,830.0,1.828e-11,0.002
M81,12a152_212,B,2.0,1.762e-7,1.000
M81,12a152_212,B,6.0,2.131e-7,1.000
M81,12a152_212,B,10.0,1.488e-7,1.000
M81,12a152_212,B,14.0,9.235e-8,1.000
M81,12a152_212,B,18.0,6.595e-8,1.000
M81,12a152_212,B,22.0,4.934e-8,1.000
M81,12a152_212,B,26.0,3.878e-8,1.000
M81,12a152_212,B,30.0,3.142e-8,1.000
M81,12a152_212,B,34.0,2.638e-8,1.000
M81,12a152_212,B,38.0,2.270e-8,1.000
M81,12a152_212,B,42.0,2.089e-8,1.000
M81,12a152_212,B,46.0,1.735e-8,1.000
M81,12a152_212,B,50.0,1.488e-8,1.000
M81,12a152_212,B,54.0,1.303e-8,1.000
M81,12a152_212,B,58.0,1.140e-8,1.000
M81,12a152_212,B,62.0,1.000e-8,1.000
M81,12a152_212,B,66.0,8.419e-9,1.000
M81,12a152_212,B,70.0,6.961e-9,1.000
M81,12a152_212,B,74.0,5.652e-9,1.000
M81,12a152_212,B,78.0,4.700e-9,1.000
M81,12a152_212,B,82.0,3.804e-9,1.000
M81,12a152_212,B,86.0,3.025e-9,1.000
M81,12a152_212,B,90.0,2.335e-9,1.000
M81,12a152_212,B,94.0,1.751e-9,1.000
M81,12a152_212,B,98.0,1.349e-9,1.000
M81,12a152_212,B,102.0,1.150e-9,0.998
M81,12a152_212,B,106.0,1.335e-9,0.988
M81,12a152_212,B,110.0,1.003e-9,0.951
M81,12a152_212,B,114.0,6.726e-10,0.912
M81,12a152_212,B,118.0,5.461e-10,0.874
M81,12a152_212,B,122.0,5.969e-10,0.819
M81,12a152_212,B,126.0,4.103e-10,0.757
M81,12a152_212,B,130.0,3.592e-10,0.753
M81,12a152_212,B,134.0,2.667e-10,0.717
M81,12a152_212,B,138.0,1.958e-10,0.686
M81,12a152_212,B,142.0,2.331e-10,0.606
M81,12a152_212,B,146.0,1.426e-9,0.578
M81,12a152_212,B,150.0,1.108e-9,0.540
M81,12a152_212,B,154.0,1.777e-10,0.515
M81,12a152_212,B,158.0,8.832e-11,0.570
M81,12a152_212,B,162.0,9.436e-11,0.576
M81,12a152_212,B,166.0,1.285e-10,0.605
M81,12a152_212,B,170.0,1.345e-10,0.607
M81,12a152_212,B,174.0,1.011e-10,0.611
M81,12a152_212,B,178.0,9.291e-11,0.618
M81,12a152_212,B,182.0,8.862e-11,0.592
M81,12a152_212,B,186.0,8.830e-11,0.567
M81,12a152_212,B,190.0,6.274e-11,0.508
M81,12a152_212,B,194.0,6.108e-11,0.464
M81,12a152_212,B,198.0,2.496e-10,0.426
M81,12a152_212,B,202.0,8.317e-11,0.443
M81,12a152_212,B,206.0,3.679e-11,0.438
M81,12a152_212,B,210.0,9.173e-11,0.371
M81,12a152_212,B,214.0,1.113e-9,0.343
M81,12a152_212,B,218.0,6.591e-10,0.362
M81,12a152_212,B,222.0,3.021e-11,0.328
M81,12a152_212,B,226.0,4.412e-11,0.306
M81,12a152_212,B,230.0,2.419e-11,0.288
M81,12a152_212,B,234.0,2.883e-11,0.272
M81,12a152_212,B,238.0,3.107e-11,0.262
M81,12a152_212,B,242.0,2.540e-11,0.266
M81,12a152_212,B,246.0,2.748e-11,0.264
M81,12a152_212,B,250.0,3.033e-11,0.274
M81,12a152_212,B,254.0,4.760e-11,0.287
M81,12a152_212,B,258.0,8.096e-11,0.298
M81,12a152_212,B,262.0,3.690e-11,0.324
M81,12a152_212,B,266.0,1.192e-10,0.312
M81,12a152_212,B,270.0,4.378e-11,0.275
M81,12a152_212,B,274.0,2.874e-11,0.276
M81,12a152_212,B,278.0,3.255e-11,0.263
M81,12a152_212,B,282.0,5.960e-11,0.252
M81,12a152_212,B,286.0,3.982e-11,0.249
M81,12a152_212,B,290.0,4.861e-11,0.229
M81,12a152_212,B,294.0,5.034e-10,0.239
M81,12a152_212,B,298.0,1.807e-9,0.196
M81,12a152_212,B,302.0,2.172e-10,0.221
M81,12a152_212,B,306.0,1.828e-11,0.204
M81,12a152_212,B,310.0,1.823e-11,0.202
M81,12a152_212,B,314.0,3.817e-11,0.195
M81,12a152_212,B,318.0,1.807e-11,0.204
M81,12a152_212,B,322.0,1.777e-11,0.205
M81,12a152_212,B,326.0,7.434e-12,0.173
M81,12a152_212,B,330.0,4.745e-12,0.176
M81,12a152_212,B,334.0,9.917e-12,0.156
M81,12a152_212,B,338.0,9.427e-12,0.161
M81,12a152_212,B,342.0,5.225e-12,0.162
M81,12a152_212,B,346.0,7.504e-11,0.181
M81,12a152_212,B,350.0,4.693e-11,0.181
M81,12a152_212,B,354.0,2.490e-11,0.173
M81,12a152_212,B,358.0,6.060e-12,0.166
M81,12a152_212,B,362.0,2.445e-11,0.180
M81,12a152_212,B,366.0,5.864e-10,0.179
M81,12a152_212,B,370.0,3.593e-10,0.170
M81,12a152_212,B,374.0,3.444e-12,0.152
M81,12a152_212,B,378.0,1.141e-11,0.148
M81,12a152_212,B,382.0,4.015e-11,0.147
M81,12a152_212,B,386.0,7.310e-12,0.141
M81,12a152_212,B,390.0,5.808e-12,0.163
M81,12a152_212,B,394.0,1.450e-11,0.164
M81,12a152_212,B,398.0,2.509e-10,0.155
M81,12a152_212,B,402.0,1.176e-11,0.138
M81,12a152_212,B,406.0,9.319e-12,0.137
M81,12a152_212,B,410.0,3.518e-10,0.122
M81,12a152_212,B,414.0,1.515e-10,0.113
M81,12a152_212,B,418.0,4.396e-13,0.108
M81,12a152_212,B,422.0,5.410e-13,0.091
M81,12a152_212,B,426.0,2.188e-13,0.100
M81,12a152_212,B,430.0,2.478e-13,0.087
M81,12a152_212,B,434.0,7.114e-13,0.090
M81,12a152_212,B,438.0,7.907e-12,0.075
M81,12a152_212,B,442.0,4.368e-10,0.063
M81,12a152_212,B,446.0,9.832e-11,0.056
M81,12a152_212,B,450.0,4.499e-13,0.052
M81,12a152_212,B,454.0,1.832e-13,0.045
M81,12a152_212,B,458.0,2.401e-12,0.046
M81,12a152_212,B,462.0,1.555e-13,0.039
M81,12a152_212,B,466.0,1.805e-13,0.027
M81,12a152_212,B,470.0,8.185e-14,0.011
M81,12a152_212,B,474.0,5.264e-13,0.006
M81,12a152_212,B,478.0,2.630e-12,0.012
M81,12a152_212,B,482.0,6.297e-11,0.016
M81,12a152_212,B,486.0,3.048e-10,0.017
M81,12a152_212,B,490.0,1.001e-9,0.023
M81,12a152_212,B,494.0,8.695e-10,0.021
